name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
Goran Dragic,Miami Heat,1/9/18,2017,3423,1610612748,400975345,3,5,23,1,Pullup Jump shot,3PT Field Goal,25,Toronto Raptors,-123,221,0,0,,0,0
Goran Dragic,Miami Heat,1/7/18,2017,3423,1610612748,400975332,2,3,16,0,Jump Shot,3PT Field Goal,25,Utah Jazz,-122,221,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/28/18,2017,1966,1610612739,400975862,1,0,51,0,Jump Shot,3PT Field Goal,25,Charlotte Hornets,-120,221,0,0,,0,0
Kyle Lowry,Toronto Raptors,1/3/18,2017,3012,1610612761,400975306,4,5,56,0,Jump Shot,3PT Field Goal,25,Chicago Bulls,-119,221,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,10/28/17,2017,1975,1610612760,400974830,3,9,36,1,Jump Shot,3PT Field Goal,24,Chicago Bulls,-116,221,0,0,,0,0
Marc Gasol,Memphis Grizzlies,11/22/17,2017,3206,1610612763,400975011,3,9,40,0,Jump Shot,3PT Field Goal,24,Dallas Mavericks,-116,221,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,3/25/18,2017,1975,1610612760,400975846,4,0,3,0,Running Pull-Up Jump Shot,3PT Field Goal,24,Portland Trail Blazers,-114,221,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/25/18,2017,1966,1610612739,400975640,2,0,1,1,Jump Shot,3PT Field Goal,24,San Antonio Spurs,-109,221,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,3/30/18,2017,1975,1610612760,400975879,1,9,13,1,Jump Shot,3PT Field Goal,24,Denver Nuggets,-109,221,0,0,,0,0
Stephen Curry,Golden State Warriors,11/6/17,2017,3975,1610612744,400974899,3,0,15,0,Pullup Jump shot,3PT Field Goal,24,Miami Heat,-103,221,0,0,,0,0
James Harden,Houston Rockets,11/11/17,2017,3992,1610612745,400974931,4,3,26,1,Pullup Jump shot,3PT Field Goal,24,Memphis Grizzlies,-102,221,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,1/3/18,2017,2011,1610612739,400975305,2,10,49,0,Pullup Jump shot,2PT Field Goal,23,Boston Celtics,-74,221,0,0,,0,0
DeMar DeRozan,Toronto Raptors,10/21/17,2017,3978,1610612761,400974778,3,6,17,1,Jump Shot,2PT Field Goal,22,Philadelphia 76ers,-53,221,0,0,,0,0
LeBron James,Cleveland Cavaliers,3/25/18,2017,1966,1610612739,400975840,1,8,20,1,Pullup Jump shot,2PT Field Goal,22,Brooklyn Nets,-49,221,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/27/17,2017,1966,1610612739,400975259,3,7,32,0,Pullup Jump shot,2PT Field Goal,22,Sacramento Kings,-19,221,0,0,,0,0
Channing Frye,Cleveland Cavaliers,12/27/17,2017,2754,1610612739,400975259,3,3,38,0,Jump Shot,2PT Field Goal,22,Sacramento Kings,-13,221,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,1/3/18,2017,2983,1610612759,400975301,4,10,29,0,Jump Shot,2PT Field Goal,22,Philadelphia 76ers,-12,221,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,10/30/17,2017,2983,1610612759,400974843,3,10,43,0,Jump Shot,2PT Field Goal,22,Boston Celtics,24,221,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/9/18,2017,1966,1610612739,400975565,2,0,37,0,Pullup Jump shot,2PT Field Goal,22,Atlanta Hawks,30,221,0,0,,0,0
Channing Frye,Cleveland Cavaliers,11/28/17,2017,2754,1610612739,400975049,4,11,21,0,Jump Shot,2PT Field Goal,23,Miami Heat,84,221,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,10/24/17,2017,4258,1610612740,400974804,3,4,1,1,Jump Shot,3PT Field Goal,24,Portland Trail Blazers,95,221,0,0,,0,0
Channing Frye,Cleveland Cavaliers,11/30/17,2017,2754,1610612739,400975064,3,1,47,0,Jump Shot,3PT Field Goal,24,Atlanta Hawks,101,221,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,12/5/17,2017,1975,1610612760,400975102,3,10,34,0,Pullup Jump shot,3PT Field Goal,24,Utah Jazz,105,221,0,0,,0,0
Marc Gasol,Memphis Grizzlies,12/6/17,2017,3206,1610612763,400975108,4,7,45,1,Jump Shot,3PT Field Goal,24,New York Knicks,114,221,0,0,,0,0
Stephen Curry,Golden State Warriors,12/1/17,2017,3975,1610612744,400975069,1,3,55,1,Jump Shot,3PT Field Goal,24,Orlando Magic,116,221,0,0,,0,0
LeBron James,Cleveland Cavaliers,1/8/18,2017,1966,1610612739,400975340,2,0,13,0,Jump Shot,3PT Field Goal,24,Minnesota Timberwolves,116,221,0,0,,0,0
James Harden,Houston Rockets,2/7/18,2017,3992,1610612745,400975552,1,9,1,1,Jump Shot,3PT Field Goal,25,Miami Heat,117,221,0,0,,0,0
Kevin Durant,Golden State Warriors,11/4/17,2017,3202,1610612744,400974886,1,1,58,0,Jump Shot,3PT Field Goal,25,Denver Nuggets,119,221,0,0,,0,0
James Harden,Houston Rockets,4/1/18,2017,3992,1610612745,400975891,3,0,32,1,Step Back Jump shot,3PT Field Goal,25,San Antonio Spurs,125,221,0,0,,0,0
Channing Frye,Los Angeles Lakers,4/1/18,2017,2754,1610612747,400975901,4,10,6,0,Jump Shot,3PT Field Goal,25,Sacramento Kings,129,221,0,0,,0,0
Kyle Lowry,Toronto Raptors,12/11/17,2017,3012,1610612761,400975147,3,7,58,0,Jump Shot,3PT Field Goal,25,Los Angeles Clippers,130,221,0,0,,0,0
Kyle Lowry,Toronto Raptors,1/24/18,2017,3012,1610612761,400975451,2,4,49,1,Jump Shot,3PT Field Goal,25,Atlanta Hawks,130,221,0,0,,0,0
Goran Dragic,Miami Heat,3/5/18,2017,3423,1610612748,400975698,2,4,19,1,Jump Shot,3PT Field Goal,25,Phoenix Suns,133,221,0,0,,0,0
Arron Afflalo,Orlando Magic,12/4/17,2017,3187,1610612753,400975090,1,1,35,0,Jump Shot,3PT Field Goal,25,Charlotte Hornets,134,221,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,11/9/17,2017,4258,1610612740,400974916,4,10,32,0,Jump Shot,3PT Field Goal,25,Toronto Raptors,135,221,0,0,,0,0
Channing Frye,Los Angeles Lakers,4/4/18,2017,2754,1610612747,400975920,4,10,27,1,Jump Shot,3PT Field Goal,26,San Antonio Spurs,138,221,0,0,,0,0
James Harden,Houston Rockets,2/7/18,2017,3992,1610612745,400975552,3,4,32,0,Jump Shot,3PT Field Goal,26,Miami Heat,141,221,0,0,,0,0
Draymond Green,Golden State Warriors,11/18/17,2017,6589,1610612744,400974982,1,1,5,0,Jump Shot,3PT Field Goal,26,Philadelphia 76ers,149,221,0,0,,0,0
James Harden,Houston Rockets,2/26/18,2017,3992,1610612745,400975651,1,2,22,0,Pullup Jump shot,3PT Field Goal,27,Utah Jazz,157,221,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,3/5/18,2017,2581018,1610612747,400975702,3,5,3,1,Running Pull-Up Jump Shot,3PT Field Goal,27,Portland Trail Blazers,157,221,0,0,,0,0
DeMar DeRozan,Toronto Raptors,10/23/17,2017,3978,1610612761,400974797,4,0,14,1,Jump Shot,3PT Field Goal,27,San Antonio Spurs,-168,222,0,0,,0,0
Kevin Durant,Golden State Warriors,12/25/17,2017,3202,1610612744,400974446,1,4,4,1,Jump Shot,3PT Field Goal,27,Cleveland Cavaliers,-160,222,0,0,,0,0
Kevin Durant,Golden State Warriors,10/27/17,2017,3202,1610612744,400974826,1,3,40,0,Jump Shot,3PT Field Goal,27,Washington Wizards,-157,222,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/11/18,2017,1966,1610612739,400975581,2,4,49,1,Step Back Jump shot,3PT Field Goal,27,Boston Celtics,-154,222,0,0,,0,0
LeBron James,Cleveland Cavaliers,2/27/18,2017,1966,1610612739,400975654,3,6,2,0,Jump Shot,3PT Field Goal,26,Brooklyn Nets,-148,222,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/21/17,2017,1966,1610612739,400975217,1,4,4,0,Jump Shot,3PT Field Goal,26,Chicago Bulls,-147,222,0,0,,0,0
Kyle Lowry,Toronto Raptors,10/21/17,2017,3012,1610612761,400974778,3,4,40,0,Pullup Jump shot,3PT Field Goal,26,Philadelphia 76ers,-147,222,0,0,,0,0
James Harden,Houston Rockets,11/22/17,2017,3992,1610612745,400975010,3,4,35,0,Jump Shot,3PT Field Goal,26,Denver Nuggets,-146,222,0,0,,0,0
James Harden,Houston Rockets,3/22/18,2017,3992,1610612745,400975820,3,0,0,0,Jump Shot,3PT Field Goal,26,Detroit Pistons,-145,222,0,0,,0,0
Channing Frye,Cleveland Cavaliers,1/31/18,2017,2754,1610612739,400975503,2,9,23,1,Jump Shot,3PT Field Goal,26,Miami Heat,-145,222,0,0,,0,0
Aaron Gordon,Orlando Magic,11/29/17,2017,3064290,1610612753,400975055,4,6,6,0,Jump Shot,3PT Field Goal,26,Oklahoma City Thunder,-144,222,0,0,,0,0
Marc Gasol,Memphis Grizzlies,2/28/18,2017,3206,1610612763,400975664,1,5,38,1,Jump Shot,3PT Field Goal,26,Phoenix Suns,-144,222,0,0,,0,0
Marc Gasol,Memphis Grizzlies,2/7/18,2017,3206,1610612763,400975554,3,3,55,0,Jump Shot,3PT Field Goal,26,Utah Jazz,-143,222,0,0,,0,0
Pau Gasol,San Antonio Spurs,1/3/18,2017,996,1610612759,400975301,3,11,18,0,Jump Shot,3PT Field Goal,26,Philadelphia 76ers,-141,222,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,12/6/17,2017,4258,1610612740,400975111,3,6,12,1,Jump Shot,3PT Field Goal,25,Denver Nuggets,-135,222,0,0,,0,0
Aaron Gordon,Orlando Magic,2/28/18,2017,3064290,1610612753,400975660,2,0,34,0,Jump Bank Shot,3PT Field Goal,25,Toronto Raptors,-133,222,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,1/28/18,2017,2983,1610612759,400975483,1,11,36,0,Pullup Jump shot,3PT Field Goal,25,Sacramento Kings,-133,222,0,0,,0,0
Stephen Curry,Golden State Warriors,2/26/18,2017,3975,1610612744,400975646,3,10,59,1,Pullup Jump shot,3PT Field Goal,25,New York Knicks,-133,222,0,0,,0,0
Jared Dudley,Phoenix Suns,3/28/18,2017,3201,1610612756,400975868,2,8,54,0,Jump Shot,3PT Field Goal,25,Los Angeles Clippers,-131,222,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/2/17,2017,1966,1610612739,400975080,4,1,46,0,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,-131,222,0,0,,0,0
Kevin Durant,Golden State Warriors,10/29/17,2017,3202,1610612744,400974842,4,0,44,0,Jump Shot,3PT Field Goal,25,Detroit Pistons,-129,222,0,0,,0,0
Stephen Curry,Golden State Warriors,11/6/17,2017,3975,1610612744,400974899,3,9,55,1,Jump Shot,3PT Field Goal,25,Miami Heat,-128,222,0,0,,0,0
Marc Gasol,Memphis Grizzlies,12/2/17,2017,3206,1610612763,400975080,4,5,54,0,Jump Shot,3PT Field Goal,25,Cleveland Cavaliers,-128,222,0,0,,0,0
James Harden,Houston Rockets,11/1/17,2017,3992,1610612745,400974862,3,1,42,1,Jump Shot,3PT Field Goal,25,New York Knicks,-126,222,0,0,,0,0
Marc Gasol,Memphis Grizzlies,11/15/17,2017,0,1610612763,0,4,0,15,0,Jump Shot,3PT Field Goal,25,Indiana Pacers,-126,222,0,0,,0,0
Aaron Gordon,Orlando Magic,3/28/18,2017,3064290,1610612753,400975863,1,0,51,1,Step Back Jump shot,3PT Field Goal,25,Brooklyn Nets,-126,222,0,0,,0,0
Marc Gasol,Memphis Grizzlies,12/16/17,2017,3206,1610612763,400975187,3,1,18,1,Jump Shot,3PT Field Goal,25,Boston Celtics,-125,222,0,0,,0,0
Marc Gasol,Memphis Grizzlies,10/26/17,2017,3206,1610612763,400974817,1,11,14,1,Jump Shot,3PT Field Goal,25,Dallas Mavericks,-125,222,0,0,,0,0
James Harden,Houston Rockets,2/9/18,2017,3992,1610612745,400975569,1,2,1,1,Jump Shot,3PT Field Goal,25,Denver Nuggets,-121,222,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,1/25/18,2017,1975,1610612760,400975457,3,2,57,1,Pullup Jump shot,3PT Field Goal,25,Washington Wizards,-120,222,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,12/2/17,2017,4258,1610612740,400975084,1,10,56,0,Jump Shot,3PT Field Goal,25,Portland Trail Blazers,-116,222,0,0,,0,0
Aaron Gordon,Orlando Magic,3/2/18,2017,3064290,1610612753,400975672,3,11,6,0,Jump Shot,3PT Field Goal,24,Detroit Pistons,-114,222,0,0,,0,0
Kyle Lowry,Toronto Raptors,1/24/18,2017,3012,1610612761,400975451,3,0,1,0,Jump Shot,3PT Field Goal,24,Atlanta Hawks,-114,222,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,1/12/18,2017,4258,1610612740,400975370,1,10,39,1,Jump Shot,3PT Field Goal,24,Portland Trail Blazers,-107,222,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,2/4/18,2017,1975,1610612760,400975534,1,10,14,0,Pullup Jump shot,3PT Field Goal,24,Los Angeles Lakers,-105,222,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,11/11/17,2017,2011,1610612739,400974932,2,7,39,0,Jump Shot,3PT Field Goal,24,Dallas Mavericks,-101,222,0,0,,0,0
Kristaps Porzingis,New York Knicks,11/3/17,2017,3102531,1610612752,400974875,4,3,55,0,Jump Shot,2PT Field Goal,23,Phoenix Suns,-68,222,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,12/8/17,2017,2011,1610612739,400975120,4,6,29,0,Jump Shot,2PT Field Goal,22,Indiana Pacers,-47,222,0,0,,0,0
Aaron Gordon,Orlando Magic,4/1/18,2017,3064290,1610612753,400975893,3,0,0,0,Pullup Jump shot,2PT Field Goal,22,Atlanta Hawks,-19,222,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,10/25/17,2017,2581018,1610612747,400974815,2,7,36,0,Jump Shot,2PT Field Goal,22,Washington Wizards,-18,222,0,0,,0,0
James Harden,Houston Rockets,2/25/18,2017,3992,1610612745,400975642,4,0,46,1,Step Back Jump shot,2PT Field Goal,22,Denver Nuggets,-18,222,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,11/22/17,2017,1975,1610612760,400975014,1,4,20,1,Running Pull-Up Jump Shot,2PT Field Goal,22,Golden State Warriors,-16,222,0,0,,0,0
Kristaps Porzingis,New York Knicks,11/11/17,2017,3102531,1610612752,400974930,3,11,15,0,Turnaround Jump Shot,2PT Field Goal,22,Sacramento Kings,-11,222,0,0,,0,0
Aaron Gordon,Orlando Magic,1/3/18,2017,3064290,1610612753,400975300,1,11,1,0,Jump Shot,2PT Field Goal,22,Houston Rockets,22,222,0,0,,0,0
Kristaps Porzingis,New York Knicks,12/6/17,2017,3102531,1610612752,400975108,2,6,20,0,Jump Shot,2PT Field Goal,22,Memphis Grizzlies,43,222,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,11/22/17,2017,2983,1610612759,400975013,2,9,28,0,Jump Shot,3PT Field Goal,24,New Orleans Pelicans,113,222,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,1/22/18,2017,4258,1610612740,400975438,1,8,8,0,Jump Shot,3PT Field Goal,24,Chicago Bulls,113,222,0,0,,0,0
Marc Gasol,Memphis Grizzlies,12/6/17,2017,3206,1610612763,400975108,4,6,58,0,Jump Shot,3PT Field Goal,24,New York Knicks,113,222,0,0,,0,0
Arron Afflalo,Orlando Magic,1/31/18,2017,3187,1610612753,400975500,4,5,7,1,Jump Shot,3PT Field Goal,24,Los Angeles Lakers,114,222,0,0,,0,0
Stephen Curry,Golden State Warriors,1/8/18,2017,3975,1610612744,400975343,3,9,54,1,Jump Shot,3PT Field Goal,25,Denver Nuggets,117,222,0,0,,0,0
Arron Afflalo,Orlando Magic,12/20/17,2017,3187,1610612753,400975209,2,11,36,0,Jump Shot,3PT Field Goal,25,Chicago Bulls,122,222,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,2/24/18,2017,2581018,1610612747,400975637,4,7,20,0,Jump Shot,3PT Field Goal,25,Sacramento Kings,123,222,0,0,,0,0
Kyle Lowry,Toronto Raptors,12/11/17,2017,3012,1610612761,400975147,2,1,25,0,Jump Shot,3PT Field Goal,25,Los Angeles Clippers,124,222,0,0,,0,0
DeMar DeRozan,Toronto Raptors,2/4/18,2017,3978,1610612761,400975533,1,9,46,0,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,125,222,0,0,,0,0
James Harden,Houston Rockets,12/3/17,2017,3992,1610612745,400975089,4,2,5,1,Jump Shot,3PT Field Goal,25,Los Angeles Lakers,130,222,0,0,,0,0
Aaron Gordon,Orlando Magic,3/30/18,2017,3064290,1610612753,400975875,4,7,3,0,Jump Shot,3PT Field Goal,25,Chicago Bulls,131,222,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,1/20/18,2017,4258,1610612740,400975423,4,3,41,1,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,132,222,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,4/11/18,2017,1975,1610612760,400975973,3,8,6,0,Jump Shot,3PT Field Goal,25,Memphis Grizzlies,133,222,0,0,,0,0
James Harden,Houston Rockets,10/27/17,2017,3992,1610612745,400974821,4,5,39,0,Jump Shot,3PT Field Goal,25,Charlotte Hornets,135,222,0,0,,0,0
James Harden,Houston Rockets,11/9/17,2017,3992,1610612745,400974917,2,1,5,0,Jump Shot,3PT Field Goal,25,Cleveland Cavaliers,135,222,0,0,,0,0
Kevin Durant,Golden State Warriors,1/25/18,2017,3202,1610612744,400975459,1,4,26,1,Pullup Jump shot,3PT Field Goal,25,Minnesota Timberwolves,135,222,0,0,,0,0
Stephen Curry,Golden State Warriors,11/29/17,2017,3975,1610612744,400975063,5,4,29,1,Jump Shot,3PT Field Goal,26,Los Angeles Lakers,136,222,0,0,,0,0
James Harden,Houston Rockets,2/26/18,2017,3992,1610612745,400975651,3,7,10,0,Jump Shot,3PT Field Goal,26,Utah Jazz,138,222,0,0,,0,0
Channing Frye,Cleveland Cavaliers,10/28/17,2017,2754,1610612739,400974828,2,7,5,0,Jump Shot,3PT Field Goal,26,New Orleans Pelicans,145,222,0,0,,0,0
Kyle Lowry,Toronto Raptors,10/25/17,2017,3012,1610612761,400974814,4,6,3,1,Pullup Jump shot,3PT Field Goal,26,Golden State Warriors,145,222,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,2/24/18,2017,1975,1610612760,400975633,3,9,20,1,Pullup Jump shot,3PT Field Goal,27,Golden State Warriors,154,222,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/8/17,2017,1966,1610612739,400975120,2,4,36,0,Step Back Jump shot,3PT Field Goal,27,Indiana Pacers,159,222,0,0,,0,0
Goran Dragic,Miami Heat,1/14/18,2017,3423,1610612748,400975380,4,5,19,1,Jump Shot,3PT Field Goal,29,Milwaukee Bucks,-192,223,0,0,,0,0
Kristaps Porzingis,New York Knicks,1/30/18,2017,3102531,1610612752,400975491,4,4,36,1,Jump Shot,3PT Field Goal,26,Brooklyn Nets,-150,223,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,10/25/17,2017,2581018,1610612747,400974815,4,3,51,1,Jump Shot,3PT Field Goal,26,Washington Wizards,-143,223,0,0,,0,0
James Harden,Houston Rockets,4/10/18,2017,3992,1610612745,400975964,2,2,12,0,Step Back Jump shot,3PT Field Goal,26,Los Angeles Lakers,-139,223,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,12/9/17,2017,2581018,1610612747,400975128,4,5,19,1,Jump Shot,3PT Field Goal,26,Charlotte Hornets,-138,223,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,2/27/18,2017,2011,1610612739,400975654,3,0,6,0,Jump Shot,3PT Field Goal,26,Brooklyn Nets,-138,223,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,1/7/18,2017,2581018,1610612747,400975336,2,0,47,1,Jump Shot,3PT Field Goal,26,Atlanta Hawks,-137,223,0,0,,0,0
Kevin Durant,Golden State Warriors,11/4/17,2017,3202,1610612744,400974886,3,7,19,0,Jump Shot,3PT Field Goal,26,Denver Nuggets,-137,223,0,0,,0,0
Draymond Green,Golden State Warriors,11/4/17,2017,6589,1610612744,400974886,3,10,25,1,Jump Shot,3PT Field Goal,26,Denver Nuggets,-136,223,0,0,,0,0
Draymond Green,Golden State Warriors,11/13/17,2017,6589,1610612744,400974950,1,9,49,0,Pullup Jump shot,3PT Field Goal,26,Orlando Magic,-136,223,0,0,,0,0
Kyle Korver,Cleveland Cavaliers,2/23/18,2017,2011,1610612739,400975624,2,9,14,1,Pullup Jump shot,3PT Field Goal,26,Memphis Grizzlies,-136,223,0,0,,0,0
DeMar DeRozan,Toronto Raptors,3/21/18,2017,3978,1610612761,0,3,5,53,0,Jump Shot,3PT Field Goal,25,Cleveland Cavaliers,-132,223,0,0,,0,0
Jared Dudley,Phoenix Suns,3/24/18,2017,3201,1610612756,400975836,3,1,47,1,Jump Shot,3PT Field Goal,25,Orlando Magic,-131,223,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,12/25/17,2017,2581018,1610612747,400974449,3,1,45,0,Jump Shot,3PT Field Goal,25,Minnesota Timberwolves,-130,223,0,0,,0,0
DeMar DeRozan,Toronto Raptors,1/8/18,2017,3978,1610612761,400975338,3,10,45,1,Jump Shot,3PT Field Goal,25,Brooklyn Nets,-128,223,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,12/23/17,2017,1975,1610612760,400975239,3,7,57,0,Jump Shot,3PT Field Goal,25,Utah Jazz,-125,223,0,0,,0,0
Kyle Lowry,Toronto Raptors,11/25/17,2017,3012,1610612761,400975031,2,4,31,1,Running Pull-Up Jump Shot,3PT Field Goal,25,Atlanta Hawks,-122,223,0,0,,0,0
Carmelo Anthony,Oklahoma City Thunder,1/28/18,2017,1975,1610612760,400975482,4,5,57,1,Jump Shot,3PT Field Goal,25,Philadelphia 76ers,-121,223,0,0,,0,0
DeMar DeRozan,Toronto Raptors,1/24/18,2017,3978,1610612761,400975451,1,7,51,0,Pullup Jump shot,3PT Field Goal,24,Atlanta Hawks,-110,223,0,0,,0,0
Marc Gasol,Memphis Grizzlies,2/6/18,2017,3206,1610612763,400975545,1,7,42,0,Jump Shot,3PT Field Goal,24,Atlanta Hawks,-96,223,0,0,,0,0
DeMar DeRozan,Toronto Raptors,3/23/18,2017,3978,1610612761,400975828,3,0,38,0,Pullup Jump shot,3PT Field Goal,24,Brooklyn Nets,-89,223,0,0,,0,0
Marc Gasol,Memphis Grizzlies,12/6/17,2017,3206,1610612763,400975108,1,6,59,1,Jump Shot,2PT Field Goal,22,New York Knicks,-3,223,0,0,,0,0
DeMar DeRozan,Toronto Raptors,10/30/17,2017,3978,1610612761,400974850,4,1,40,0,Pullup Jump shot,2PT Field Goal,22,Portland Trail Blazers,8,223,0,0,,0,0
Giannis Antetokounmpo,Milwaukee Bucks,3/29/18,2017,3032977,1610612749,400975874,3,10,16,1,Jump Shot,2PT Field Goal,22,Golden State Warriors,20,223,0,0,,0,0
Marc Gasol,Memphis Grizzlies,1/20/18,2017,3206,1610612763,400975423,3,11,35,1,Jump Shot,3PT Field Goal,24,New Orleans Pelicans,108,223,0,0,,0,0
Kyle Lowry,Toronto Raptors,3/27/18,2017,3012,1610612761,400975855,1,4,44,1,Running Pull-Up Jump Shot,3PT Field Goal,25,Denver Nuggets,118,223,0,0,,0,0
Channing Frye,Cleveland Cavaliers,11/15/17,2017,0,1610612739,0,4,10,1,1,Jump Shot,3PT Field Goal,25,Charlotte Hornets,119,223,0,0,,0,0
Kevin Durant,Golden State Warriors,10/25/17,2017,3202,1610612744,400974814,2,6,37,0,Jump Shot,3PT Field Goal,25,Toronto Raptors,125,223,0,0,,0,0
LeBron James,Cleveland Cavaliers,10/25/17,2017,1966,1610612739,400974809,3,1,39,0,Pullup Jump shot,3PT Field Goal,26,Brooklyn Nets,138,223,0,0,,0,0
Kristaps Porzingis,New York Knicks,12/12/17,2017,3102531,1610612752,400975150,1,5,21,1,Jump Shot,3PT Field Goal,27,Los Angeles Lakers,166,223,0,0,,0,0
Kristaps Porzingis,New York Knicks,1/14/18,2017,3102531,1610612752,400975381,4,1,18,0,Jump Shot,3PT Field Goal,29,New Orleans Pelicans,-185,224,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/20/17,2017,1966,1610612739,400974993,2,5,52,0,Pullup Jump shot,3PT Field Goal,28,Detroit Pistons,-178,224,0,0,,0,0
LeBron James,Cleveland Cavaliers,11/27/17,2017,1966,1610612739,400975042,3,6,53,0,Jump Shot,3PT Field Goal,27,Philadelphia 76ers,-155,224,0,0,,0,0
Kyle Lowry,Toronto Raptors,1/5/18,2017,3012,1610612761,400975317,2,3,37,0,Jump Shot,3PT Field Goal,27,Milwaukee Bucks,-154,224,0,0,,0,0
Aaron Gordon,Orlando Magic,10/18/17,2017,3064290,1610612753,400974702,1,7,7,1,Jump Shot,3PT Field Goal,26,Miami Heat,-143,224,0,0,,0,0
Channing Frye,Los Angeles Lakers,2/14/18,2017,2754,1610612747,400975608,2,10,44,1,Jump Shot,3PT Field Goal,26,New Orleans Pelicans,-139,224,0,0,,0,0
Stephen Curry,Golden State Warriors,11/16/17,2017,3975,1610612744,400974966,1,6,46,0,Jump Shot,3PT Field Goal,26,Boston Celtics,-136,224,0,0,,0,0
LaMarcus Aldridge,San Antonio Spurs,1/21/18,2017,2983,1610612759,400975432,3,8,12,0,Jump Shot,3PT Field Goal,26,Indiana Pacers,-133,224,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,11/27/17,2017,2581018,1610612747,400975048,3,10,39,0,Jump Shot,3PT Field Goal,25,Los Angeles Clippers,-128,224,0,0,,0,0
Aaron Gordon,Orlando Magic,2/24/18,2017,3064290,1610612753,400975630,3,5,30,1,Jump Shot,3PT Field Goal,25,Philadelphia 76ers,-127,224,0,0,,0,0
Arron Afflalo,Orlando Magic,3/22/18,2017,3187,1610612753,400975819,1,1,58,0,Jump Shot,3PT Field Goal,25,Philadelphia 76ers,-127,224,0,0,,0,0
Kentavious CaldwellPope,Los Angeles Lakers,3/26/18,2017,2581018,1610612747,400975850,1,4,32,0,Jump Shot,3PT Field Goal,25,Detroit Pistons,-118,224,0,0,,0,0
Draymond Green,Golden State Warriors,2/8/18,2017,6589,1610612744,400975561,3,11,25,1,Pullup Jump shot,3PT Field Goal,25,Dallas Mavericks,-114,224,0,0,,0,0
DeMarcus Cousins,New Orleans Pelicans,1/17/18,2017,4258,1610612740,400975400,4,5,0,0,Jump Shot,3PT Field Goal,25,Atlanta Hawks,-113,224,0,0,,0,0
LeBron James,Cleveland Cavaliers,12/21/17,2017,1966,1610612739,400975217,4,7,23,1,Jump Shot,3PT Field Goal,24,Chicago Bulls,-109,224,0,0,,0,0
